char_freq_!,char_freq_$,word_freq_remove,capital_run_length_average,word_freq_free,n_score,is_spam
1.1083488130180272,0.2095786235267036,0.38636513235273023,3.7789773231745896,0.4603758842335397,608.7931741228366,1
0.5394232372627994,0.6667882251454365,0.21123509896117207,5.22173789023634,0.6238134190077744,803.4764844953661,1
0.4653708172378092,0.5410740141640613,0.2900971881529741,9.87976797836555,0.07112620232233641,534.4258446924661,1
0.5172381439415557,0.15572047935723177,0.7485513118057338,3.5616109056071044,0.5722420419748047,634.525490315572,1
0.16563518164266305,0.4287975157457973,0.5932342828772186,3.954815454624916,0.7453874150552606,447.4725976577316,1
0.4909993182277041,0.08701705057208486,0.22090579100513247,3.1923769804627056,0.004703722736961624,641.9195515712087,1
0.6378868699361113,0.14000077290874025,0.05923767020607168,1.9022877778641305,1.2925273303618325,545.3239297738139,1
0.4255570529180121,0.43972917384717464,0.3869495603452194,2.917829842600717,0.40850858869090273,283.3112608876718,1
0.46073480363093644,0.21852104613607332,0.4821246676641636,10.037858342286196,0.4824858444788065,170.94395738849803,1
0.7281873839690065,0.12335139470772914,0.6014885678985497,2.048468166378795,0.43410875911365643,646.8589173095919,1
0.7761944639824516,0.13172476419157453,1.418274170667547,1.490342461298505,0.23975716768552874,511.2956092545405,1
1.116263283553354,0.22073593475223802,0.6879110168657131,1.4995961230288033,0.23504713032951063,956.2848541359209,1
1.0105551136078839,0.04723848646966583,0.32275241546978617,3.812802795777061,0.5917539082645329,159.01551706446978,1
0.1909484516969373,0.3561841199357287,1.165778664886686,2.1163448042674604,0.06899311563647287,774.4016638539898,1
0.6629487116660646,0.05432847696206877,0.476350443648039,2.3393632057495557,5.689018678018841,997.397791758986,1
0.9048770722378618,0.32465713903186766,0.6551482034519486,5.703716110687735,1.2752038166551007,118.00553999192032,1
0.47131963282311984,0.26904436603857884,0.40440074565074957,4.687704086065233,0.11132180137273168,510.79384232726983,1
2.2826630411374045,0.581606832910875,0.17727293889816792,35.82205503340451,0.3200150222183466,291.0387471647717,1
0.937453373354862,0.4611897875728247,0.5421090437047105,1.4322724824190913,0.339507846088433,525.866996326765,1
0.4374067779743189,0.7592854744985293,0.20109047458107243,3.826033863009049,1.0116323627633286,653.1772060318564,1
0.7382257788842951,0.27599512635567336,0.28996466290114575,4.097593932946269,0.16159444668089407,242.93397815165844,1
0.7393112808985569,0.10101684206065654,0.29707187199855856,2.6302602917265845,0.22104588183151175,829.5508772233057,1
0.8660101526709223,0.32798033296124424,0.17995180835671737,4.934376433020036,3.0235111855328074,1019.4067565730409,1
1.1403127199543655,0.03286876253526083,0.2691964673507635,1.2634706050482918,1.4736737516740699,404.9889797521067,1
0.7058079508378239,0.40850600599791287,0.4944797304003543,5.682149178231186,0.11786285340016378,1071.6802832579592,1
0.5211912718594505,0.10972913431951427,0.5795724981514425,3.005387605801925,0.16340871932003043,795.6516215310032,1
0.694143880941334,0.5519560082164943,0.47541912912727624,5.923280536784925,0.0195191568499008,545.5540180881546,1
0.6198677298476325,0.2391857054534901,1.9938148793477977,3.0270296928214444,0.43715768633251756,372.2779908613355,1
0.41960465585618334,0.07438164843134193,0.409236825744694,4.083706110415763,3.6145406576917942,278.7954618222265,1
0.39868342215229036,0.08001203232998799,1.1240238409898766,2.984346484025591,0.777575629905402,507.7054153118686,1
1.230403843337836,0.3881224802389995,0.10507900874782766,2.331443989993932,0.2737802552719849,248.5508120713701,1
2.440626616394657,0.0006948127462042542,0.053154688910938885,4.246633436143664,3.3317699965619765,340.52700431354674,1
0.3887774196832109,0.20986646806964102,0.3115580149529038,1.4574400842161168,0.2879567047567168,213.57603520279764,1
0.3867824612454903,0.4970482687811489,0.0795638572900394,1.7831828803946437,0.29061886364152617,922.3632683849889,1
0.4859427461585703,0.19459597547570523,0.17861428884937447,3.877971561958214,0.18400126066510408,101.20177776321732,1
1.6358781481234885,0.4034355792513491,0.4665632913007157,3.1189953877423915,0.3405929327583993,552.9106222600412,1
1.1874301977129147,0.06020385422281349,0.2957820734546739,4.5140258566644995,3.301023430198242,229.2348936871734,1
0.7313328096523125,0.35615731584201754,0.7757361137482988,5.439500790681462,0.7414784350439343,779.5374271662464,1
1.442582949017665,0.18793307794214364,0.03941156852263722,3.5381504867848523,0.9615979972710262,920.9527993632719,1
1.015886792812785,0.1205553388020556,0.06119690901563185,4.019624601592092,0.4576720387045165,346.6177942579532,1
0.5909303146564333,0.3199080499822746,0.42730937506052874,2.5941095619272674,0.43337372412375336,1045.9285120771262,1
